benchmark,target_id
humaneval_plus,123
humaneval_plus,124
humaneval_plus,125
humaneval_plus,126
humaneval_plus,127
humaneval_plus,128
humaneval_plus,129
humaneval_plus,130
humaneval_plus,131
humaneval_plus,132
humaneval_plus,133
humaneval_plus,134
humaneval_plus,135
humaneval_plus,136
humaneval_plus,137
humaneval_plus,138
humaneval_plus,139
humaneval_plus,140
humaneval_plus,141
humaneval_plus,142
humaneval_plus,143
humaneval_plus,144
humaneval_plus,145
humaneval_plus,146
humaneval_plus,147
humaneval_plus,148
humaneval_plus,149
humaneval_plus,150
humaneval_plus,151
humaneval_plus,152
humaneval_plus,153
humaneval_plus,154
humaneval_plus,155
humaneval_plus,156
humaneval_plus,157
humaneval_plus,158
humaneval_plus,159
humaneval_plus,160
humaneval_plus,161
humaneval_plus,162
humaneval_plus,163
defects4j,Chart_1_workspace_objdump_d4j_full_fresh_chart_1_source_org_jfree_chart_renderer_category_AbstractCategoryItemRenderer_java_LegendItemCollection_getLegendItems
defects4j,Chart_12_workspace_objdump_d4j_full_fresh_chart_12_source_org_jfree_chart_plot_MultiplePiePlot_java_boolean_equals_Object_obj
defects4j,Chart_12_workspace_objdump_d4j_full_fresh_chart_12_source_org_jfree_chart_plot_MultiplePiePlot_java_MultiplePiePlot_CategoryDataset_dataset
defects4j,Chart_18_workspace_objdump_d4j_full_fresh_chart_18_source_org_jfree_data_DefaultKeyedValues_java_void_removeValue_int_index
defects4j,Chart_19_workspace_objdump_d4j_full_fresh_chart_19_source_org_jfree_chart_plot_CategoryPlot_java_int_getDomainAxisIndex_CategoryAxis_axis
defects4j,Chart_19_workspace_objdump_d4j_full_fresh_chart_19_source_org_jfree_chart_plot_CategoryPlot_java_int_getRangeAxisIndex_ValueAxis_axis
defects4j,Chart_20_workspace_objdump_d4j_full_fresh_chart_20_source_org_jfree_chart_plot_ValueMarker_java_boolean_equals_Object_obj
defects4j,Chart_20_workspace_objdump_d4j_full_fresh_chart_20_source_org_jfree_chart_plot_ValueMarker_java_ValueMarker_double_value_Paint_paint_Stroke_stroke_Paint_outlinePaint_Stroke_outlineStroke_float_alpha
defects4j,Chart_21_workspace_objdump_d4j_full_fresh_chart_21_source_org_jfree_data_statistics_DefaultBoxAndWhiskerCategoryDataset_java_void_add_List_list_Comparable_rowKey_Comparable_columnKey
defects4j,Chart_25_workspace_objdump_d4j_full_fresh_chart_25_source_org_jfree_chart_renderer_category_StatisticalBarRenderer_java_void_drawItem_Graphics2D_g2_CategoryItemRendererState_state_Rectangle2D_dataArea_CategoryPlot_plot_CategoryAxis_domainAxis_ValueAxis_rangeAxis_CategoryDataset_data_int_row_int_column_int_pass
defects4j,Chart_26_workspace_objdump_d4j_full_fresh_chart_26_source_org_jfree_chart_axis_Axis_java_AxisState_drawLabel_String_label_Graphics2D_g2_Rectangle2D_plotArea_Rectangle2D_dataArea_RectangleEdge_edge_AxisState_state_PlotRenderingInfo_plotState
defects4j,Chart_6_workspace_objdump_d4j_full_fresh_chart_6_source_org_jfree_chart_util_ShapeList_java_boolean_equals_Object_obj
defects4j,Chart_8_workspace_objdump_d4j_full_fresh_chart_8_source_org_jfree_data_time_Week_java_RegularTimePeriod_previous
defects4j,Cli_10_workspace_objdump_d4j_full_fresh_cli_10_src_java_org_apache_commons_cli_Parser_java_void_setOptions_Options_options
defects4j,Cli_10_workspace_objdump_d4j_full_fresh_cli_10_src_java_org_apache_commons_cli_Parser_java_CommandLine_parse_Options_options_String_arguments_Properties_properties_boolean_stopAtNonOption
defects4j,Cli_18_workspace_objdump_d4j_full_fresh_cli_18_src_java_org_apache_commons_cli_PosixParser_java_String_flatten_Options_options_String_arguments_boolean_stopAtNonOption
defects4j,Cli_18_workspace_objdump_d4j_full_fresh_cli_18_src_java_org_apache_commons_cli_PosixParser_java_void_processOptionToken_String_token_boolean_stopAtNonOption
defects4j,Cli_19_workspace_objdump_d4j_full_fresh_cli_19_src_java_org_apache_commons_cli_PosixParser_java_String_flatten_Options_options_String_arguments_boolean_stopAtNonOption
defects4j,Cli_19_workspace_objdump_d4j_full_fresh_cli_19_src_java_org_apache_commons_cli_PosixParser_java_void_processOptionToken_String_token_boolean_stopAtNonOption
defects4j,Cli_26_workspace_objdump_d4j_full_fresh_cli_26_src_java_org_apache_commons_cli_OptionBuilder_java_Option_create_char_opt
defects4j,Cli_3_workspace_objdump_d4j_full_fresh_cli_3_src_java_org_apache_commons_cli_TypeHandler_java_Object_createValue_String_str_Class_clazz
defects4j,Cli_3_workspace_objdump_d4j_full_fresh_cli_3_src_java_org_apache_commons_cli_TypeHandler_java_Number_createNumber_String_str
defects4j,Cli_32_workspace_objdump_d4j_full_fresh_cli_32_src_main_java_org_apache_commons_cli_HelpFormatter_java_StringBuffer_renderWrappedText_StringBuffer_sb_int_width_int_nextLineTabStop_String_text
defects4j,Cli_32_workspace_objdump_d4j_full_fresh_cli_32_src_main_java_org_apache_commons_cli_HelpFormatter_java_int_findWrapPos_String_text_int_width_int_startPos
defects4j,Cli_34_workspace_objdump_d4j_full_fresh_cli_34_src_main_java_org_apache_commons_cli_OptionBuilder_java_void_reset
defects4j,Cli_37_workspace_objdump_d4j_full_fresh_cli_37_src_main_java_org_apache_commons_cli_DefaultParser_java_boolean_isOption_String_token
defects4j,Cli_37_workspace_objdump_d4j_full_fresh_cli_37_src_main_java_org_apache_commons_cli_DefaultParser_java_boolean_isShortOption_String_token
defects4j,Cli_38_workspace_objdump_d4j_full_fresh_cli_38_src_main_java_org_apache_commons_cli_DefaultParser_java_boolean_isOption_String_token
defects4j,Cli_38_workspace_objdump_d4j_full_fresh_cli_38_src_main_java_org_apache_commons_cli_DefaultParser_java_boolean_isShortOption_String_token
defects4j,Cli_39_workspace_objdump_d4j_full_fresh_cli_39_src_main_java_org_apache_commons_cli_TypeHandler_java_Object_createValue_String_str_Object_obj
defects4j,Cli_40_workspace_objdump_d4j_full_fresh_cli_40_src_main_java_org_apache_commons_cli_TypeHandler_java_Object_createValue_String_str_Object_obj
defects4j,Closure_10_workspace_objdump_d4j_full_fresh_closure_10_src_com_google_javascript_jscomp_NodeUtil_java_boolean_isNumericResultHelper_Node_n
defects4j,Closure_100_workspace_objdump_d4j_full_fresh_closure_100_src_com_google_javascript_jscomp_CheckGlobalThis_java_boolean_shouldTraverse_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_101_workspace_objdump_d4j_full_fresh_closure_101_src_com_google_javascript_jscomp_CommandLineRunner_java_CompilerOptions_createOptions
defects4j,Closure_102_workspace_objdump_d4j_full_fresh_closure_102_src_com_google_javascript_jscomp_Normalize_java_void_process_Node_externs_Node_root
defects4j,Closure_103_workspace_objdump_d4j_full_fresh_closure_103_src_com_google_javascript_jscomp_ControlFlowAnalysis_java_void_connectToPossibleExceptionHandler_Node_cfgNode_Node_target
defects4j,Closure_104_workspace_objdump_d4j_full_fresh_closure_104_src_com_google_javascript_rhino_jstype_UnionType_java_JSType_meet_JSType_that
defects4j,Closure_105_workspace_objdump_d4j_full_fresh_closure_105_src_com_google_javascript_jscomp_FoldConstants_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_105_workspace_objdump_d4j_full_fresh_closure_105_src_com_google_javascript_jscomp_FoldConstants_java_void_tryFoldStringJoin_NodeTraversal_t_Node_n_Node_left_Node_right_Node_parent
defects4j,Closure_106_workspace_objdump_d4j_full_fresh_closure_106_src_com_google_javascript_jscomp_GlobalNamespace_java_boolean_canEliminate
defects4j,Closure_107_workspace_objdump_d4j_full_fresh_closure_107_src_com_google_javascript_jscomp_CommandLineRunner_java_CompilerOptions_createOptions
defects4j,Closure_109_workspace_objdump_d4j_full_fresh_closure_109_src_com_google_javascript_jscomp_parsing_JsDocInfoParser_java_Node_parseContextTypeExpression_JsDocToken_token
defects4j,Closure_109_workspace_objdump_d4j_full_fresh_closure_109_src_com_google_javascript_jscomp_parsing_JsDocInfoParser_java_Node_parseFunctionType_JsDocToken_token
defects4j,Closure_11_workspace_objdump_d4j_full_fresh_closure_11_src_com_google_javascript_jscomp_TypeCheck_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_11_workspace_objdump_d4j_full_fresh_closure_11_src_com_google_javascript_jscomp_TypeCheck_java_void_visitGetProp_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_111_workspace_objdump_d4j_full_fresh_closure_111_src_com_google_javascript_jscomp_type_ClosureReverseAbstractInterpreter_java_JSType_caseTopType_JSType_topType
defects4j,Closure_112_workspace_objdump_d4j_full_fresh_closure_112_src_com_google_javascript_jscomp_TypeInference_java_void_backwardsInferenceFromCallSite_Node_n_FunctionType_fnType
defects4j,Closure_112_workspace_objdump_d4j_full_fresh_closure_112_src_com_google_javascript_jscomp_TypeInference_java_boolean_inferTemplatedTypesForCall_Node_n_FunctionType_fnType
defects4j,Closure_113_workspace_objdump_d4j_full_fresh_closure_113_src_com_google_javascript_jscomp_ProcessClosurePrimitives_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_113_workspace_objdump_d4j_full_fresh_closure_113_src_com_google_javascript_jscomp_ProcessClosurePrimitives_java_void_processRequireCall_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_114_workspace_objdump_d4j_full_fresh_closure_114_src_com_google_javascript_jscomp_NameAnalyzer_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_115_workspace_objdump_d4j_full_fresh_closure_115_src_com_google_javascript_jscomp_FunctionInjector_java_CanInlineResult_canInlineReferenceDirectly_Node_callNode_Node_fnNode
defects4j,Closure_116_workspace_objdump_d4j_full_fresh_closure_116_src_com_google_javascript_jscomp_FunctionInjector_java_CanInlineResult_canInlineReferenceDirectly_Node_callNode_Node_fnNode
defects4j,Closure_119_workspace_objdump_d4j_full_fresh_closure_119_src_com_google_javascript_jscomp_GlobalNamespace_java_boolean_shouldTraverse_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_119_workspace_objdump_d4j_full_fresh_closure_119_src_com_google_javascript_jscomp_GlobalNamespace_java_void_collect_JSModule_module_Scope_scope_Node_n
defects4j,Closure_12_workspace_objdump_d4j_full_fresh_closure_12_src_com_google_javascript_jscomp_MaybeReachingVariableUse_java_ReachingUses_flowThrough_Node_n_ReachingUses_input
defects4j,Closure_12_workspace_objdump_d4j_full_fresh_closure_12_src_com_google_javascript_jscomp_MaybeReachingVariableUse_java_boolean_hasExceptionHandler_Node_cfgNode
defects4j,Closure_120_workspace_objdump_d4j_full_fresh_closure_120_src_com_google_javascript_jscomp_ReferenceCollectingCallback_java_boolean_isAssignedOnceInLifetime
defects4j,Closure_122_workspace_objdump_d4j_full_fresh_closure_122_src_com_google_javascript_jscomp_parsing_IRFactory_java_Node_transformTree_AstRoot_node_StaticSourceFile_sourceFile_String_sourceString_Config_config_ErrorReporter_errorReporter
defects4j,Closure_122_workspace_objdump_d4j_full_fresh_closure_122_src_com_google_javascript_jscomp_parsing_IRFactory_java_void_handleBlockComment_Comment_comment
defects4j,Closure_124_workspace_objdump_d4j_full_fresh_closure_124_src_com_google_javascript_jscomp_ExploitAssigns_java_boolean_collapseAssignEqualTo_Node_expr_Node_exprParent_Node_value
defects4j,Closure_126_workspace_objdump_d4j_full_fresh_closure_126_src_com_google_javascript_jscomp_MinimizeExitPoints_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_126_workspace_objdump_d4j_full_fresh_closure_126_src_com_google_javascript_jscomp_MinimizeExitPoints_java_void_tryMinimizeExits_Node_n_int_exitType_String_labelName
defects4j,Closure_127_workspace_objdump_d4j_full_fresh_closure_127_src_com_google_javascript_jscomp_UnreachableCodeElimination_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_127_workspace_objdump_d4j_full_fresh_closure_127_src_com_google_javascript_jscomp_UnreachableCodeElimination_java_void_tryRemoveUnconditionalBranching_Node_n
defects4j,Closure_129_workspace_objdump_d4j_full_fresh_closure_129_src_com_google_javascript_jscomp_PrepareAst_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_129_workspace_objdump_d4j_full_fresh_closure_129_src_com_google_javascript_jscomp_PrepareAst_java_void_annotateCalls_Node_n
defects4j,Closure_13_workspace_objdump_d4j_full_fresh_closure_13_src_com_google_javascript_jscomp_PeepholeOptimizationsPass_java_void_process_Node_externs_Node_root
defects4j,Closure_13_workspace_objdump_d4j_full_fresh_closure_13_src_com_google_javascript_jscomp_PeepholeOptimizationsPass_java_void_traverse_Node_node
defects4j,Closure_132_workspace_objdump_d4j_full_fresh_closure_132_src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax_java_Node_optimizeSubtree_Node_node
defects4j,Closure_132_workspace_objdump_d4j_full_fresh_closure_132_src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax_java_Node_tryMinimizeIf_Node_n
defects4j,Closure_136_workspace_objdump_d4j_full_fresh_closure_136_src_com_google_javascript_jscomp_MethodCompilerPass_java_void_addPossibleSignature_String_name_Node_node_NodeTraversal_t
defects4j,Closure_138_workspace_objdump_d4j_full_fresh_closure_138_src_com_google_javascript_jscomp_ClosureReverseAbstractInterpreter_java_FlowScope_getPreciserScopeKnowingConditionOutcome_Node_condition_FlowScope_blindScope_boolean_outcome
defects4j,Closure_14_workspace_objdump_d4j_full_fresh_closure_14_src_com_google_javascript_jscomp_ControlFlowAnalysis_java_void_handleIf_Node_node
defects4j,Closure_142_workspace_objdump_d4j_full_fresh_closure_142_src_com_google_javascript_jscomp_CoalesceVariableNames_java_void_enterScope_NodeTraversal_t
defects4j,Closure_143_workspace_objdump_d4j_full_fresh_closure_143_src_com_google_javascript_jscomp_AbstractCommandLineRunner_java_void_initOptionsFromFlags_CompilerOptions_options
defects4j,Closure_146_workspace_objdump_d4j_full_closure_146_src_com_google_javascript_rhino_jstype_JSType_java_TypePair_getTypesUnderInequality_JSType_that
defects4j,Closure_147_workspace_objdump_d4j_full_closure_147_src_com_google_javascript_jscomp_CheckGlobalThis_java_boolean_shouldTraverse_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_149_workspace_objdump_d4j_full_closure_149_src_com_google_javascript_jscomp_AbstractCommandLineRunner_java_void_setRunOptions_CompilerOptions_options
defects4j,Closure_150_workspace_objdump_d4j_full_closure_150_src_com_google_javascript_jscomp_TypedScopeCreator_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_151_workspace_objdump_d4j_full_closure_151_src_com_google_javascript_jscomp_CommandLineRunner_java_void_initConfigFromFlags_String_args_PrintStream_err
defects4j,Closure_155_workspace_objdump_d4j_full_closure_155_src_com_google_javascript_jscomp_InlineVariables_java_void_inlineNonConstants_Var_v_ReferenceCollection_referenceInfo
defects4j,Closure_155_workspace_objdump_d4j_full_closure_155_src_com_google_javascript_jscomp_ReferenceCollectingCallback_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_159_workspace_objdump_d4j_full_closure_159_src_com_google_javascript_jscomp_InlineFunctions_java_void_resolveInlineConflictsForFunction_FunctionState_fs
defects4j,Closure_160_workspace_objdump_d4j_full_closure_160_src_com_google_javascript_jscomp_Compiler_java_void_initOptions_CompilerOptions_options
defects4j,Closure_160_workspace_objdump_d4j_full_closure_160_src_com_google_javascript_jscomp_Compiler_java_void_initCompilerOptionsIfTesting
defects4j,Closure_161_workspace_objdump_d4j_full_closure_161_src_com_google_javascript_jscomp_PeepholeFoldConstants_java_Node_tryFoldGetElem_Node_n_Node_left_Node_right
defects4j,Closure_161_workspace_objdump_d4j_full_closure_161_src_com_google_javascript_jscomp_PeepholeFoldConstants_java_Node_tryFoldArrayAccess_Node_n_Node_left_Node_right
defects4j,Closure_167_workspace_objdump_d4j_full_closure_167_src_com_google_javascript_jscomp_type_SemanticReverseAbstractInterpreter_java_FlowScope_getPreciserScopeKnowingConditionOutcome_Node_condition_FlowScope_blindScope_boolean_outcome
defects4j,Closure_168_workspace_objdump_d4j_full_closure_168_src_com_google_javascript_jscomp_TypedScopeCreator_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_169_workspace_objdump_d4j_full_closure_169_src_com_google_javascript_rhino_jstype_JSType_java_boolean_isEquivalentTo_JSType_that
defects4j,Closure_170_workspace_objdump_d4j_full_closure_170_src_com_google_javascript_jscomp_FlowSensitiveInlineVariables_java_boolean_canInline_Scope_scope
defects4j,Closure_170_workspace_objdump_d4j_full_closure_170_src_com_google_javascript_jscomp_FlowSensitiveInlineVariables_java_void_getNumUseInUseCfgNode_Node_cfgNode
defects4j,Closure_171_workspace_objdump_d4j_full_closure_171_src_com_google_javascript_jscomp_TypeInference_java_FlowScope_traverse_Node_n_FlowScope_scope
defects4j,Closure_173_workspace_objdump_d4j_full_closure_173_src_com_google_javascript_jscomp_CodeGenerator_java_void_add_String_str
defects4j,Closure_176_workspace_objdump_d4j_full_closure_176_src_com_google_javascript_jscomp_TypeInference_java_FlowScope_traverseAssign_Node_n_FlowScope_scope
defects4j,Closure_18_workspace_objdump_d4j_full_fresh_closure_18_src_com_google_javascript_jscomp_Compiler_java_void_parse
defects4j,Closure_18_workspace_objdump_d4j_full_fresh_closure_18_src_com_google_javascript_jscomp_Compiler_java_Node_parseInputs
defects4j,Closure_20_workspace_objdump_d4j_full_fresh_closure_20_src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax_java_Node_optimizeSubtree_Node_node
defects4j,Closure_20_workspace_objdump_d4j_full_fresh_closure_20_src_com_google_javascript_jscomp_PeepholeSubstituteAlternateSyntax_java_Node_tryFoldSimpleFunctionCall_Node_n
defects4j,Closure_21_workspace_objdump_d4j_full_fresh_closure_21_src_com_google_javascript_jscomp_CheckSideEffects_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_22_workspace_objdump_d4j_full_fresh_closure_22_src_com_google_javascript_jscomp_CheckSideEffects_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_23_workspace_objdump_d4j_full_fresh_closure_23_src_com_google_javascript_jscomp_PeepholeFoldConstants_java_Node_tryFoldGetElem_Node_n_Node_left_Node_right
defects4j,Closure_23_workspace_objdump_d4j_full_fresh_closure_23_src_com_google_javascript_jscomp_PeepholeFoldConstants_java_Node_tryFoldArrayAccess_Node_n_Node_left_Node_right
defects4j,Closure_26_workspace_objdump_d4j_full_fresh_closure_26_src_com_google_javascript_jscomp_ProcessCommonJSModules_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_29_workspace_objdump_d4j_full_fresh_closure_29_src_com_google_javascript_jscomp_InlineObjectLiterals_java_void_afterExitScope_NodeTraversal_t_ReferenceMap_referenceMap
defects4j,Closure_31_workspace_objdump_d4j_full_fresh_closure_31_src_com_google_javascript_jscomp_Compiler_java_void_parse
defects4j,Closure_31_workspace_objdump_d4j_full_fresh_closure_31_src_com_google_javascript_jscomp_Compiler_java_Node_parseInputs
defects4j,Closure_36_workspace_objdump_d4j_full_fresh_closure_36_src_com_google_javascript_jscomp_InlineVariables_java_void_inlineNonConstants_Var_v_ReferenceCollection_referenceInfo_boolean_maybeModifiedArguments
defects4j,Closure_36_workspace_objdump_d4j_full_fresh_closure_36_src_com_google_javascript_jscomp_InlineVariables_java_boolean_canInline_Reference_declaration_Reference_initialization_Reference_reference
defects4j,Closure_40_workspace_objdump_d4j_full_fresh_closure_40_src_com_google_javascript_jscomp_NameAnalyzer_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_41_workspace_objdump_d4j_full_fresh_closure_41_src_com_google_javascript_jscomp_FunctionTypeBuilder_java_FunctionTypeBuilder_inferFromOverriddenFunction_FunctionType_oldType_Node_paramsParent
defects4j,Closure_41_workspace_objdump_d4j_full_fresh_closure_41_src_com_google_javascript_jscomp_FunctionTypeBuilder_java_FunctionTypeBuilder_inferParameterTypes_Node_argsParent_JSDocInfo_info
defects4j,Closure_42_workspace_objdump_d4j_full_fresh_closure_42_src_com_google_javascript_jscomp_parsing_IRFactory_java_Node_processForInLoop_ForInLoop_loopNode
defects4j,Closure_47_workspace_objdump_d4j_full_fresh_closure_47_src_com_google_debugging_sourcemap_SourceMapConsumerV3_java_OriginalMapping_getMappingForLine_int_lineNumber_int_column
defects4j,Closure_48_workspace_objdump_d4j_full_fresh_closure_48_src_com_google_javascript_jscomp_TypedScopeCreator_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_48_workspace_objdump_d4j_full_fresh_closure_48_src_com_google_javascript_jscomp_TypedScopeCreator_java_void_maybeDeclareQualifiedName_NodeTraversal_t_JSDocInfo_info_Node_n_Node_parent_Node_rhsValue
defects4j,Closure_49_workspace_objdump_d4j_full_fresh_closure_49_src_com_google_javascript_jscomp_MakeDeclaredNamesUnique_java_void_enterScope_NodeTraversal_t
defects4j,Closure_5_workspace_objdump_d4j_full_fresh_closure_5_src_com_google_javascript_jscomp_InlineObjectLiterals_java_void_afterExitScope_NodeTraversal_t_ReferenceMap_referenceMap
defects4j,Closure_50_workspace_objdump_d4j_full_fresh_closure_50_src_com_google_javascript_jscomp_PeepholeReplaceKnownMethods_java_Node_tryFoldKnownMethods_Node_subtree
defects4j,Closure_50_workspace_objdump_d4j_full_fresh_closure_50_src_com_google_javascript_jscomp_PeepholeReplaceKnownMethods_java_Node_tryFoldArrayJoin_Node_n
defects4j,Closure_56_workspace_objdump_d4j_full_fresh_closure_56_src_com_google_javascript_jscomp_SourceFile_java_String_getLine_int_lineNumber
defects4j,Closure_57_workspace_objdump_d4j_full_fresh_closure_57_src_com_google_javascript_jscomp_ClosureCodingConvention_java_String_extractClassNameIfRequire_Node_node_Node_parent
defects4j,Closure_57_workspace_objdump_d4j_full_fresh_closure_57_src_com_google_javascript_jscomp_ClosureCodingConvention_java_String_extractClassNameIfGoog_Node_node_Node_parent_String_functionName
defects4j,Closure_6_workspace_objdump_d4j_full_fresh_closure_6_src_com_google_javascript_jscomp_TypeValidator_java_boolean_expectCanAssignToPropertyOf_NodeTraversal_t_Node_n_JSType_rightType_JSType_leftType_Node_owner_String_propName
defects4j,Closure_6_workspace_objdump_d4j_full_fresh_closure_6_src_com_google_javascript_jscomp_TypeValidator_java_boolean_expectCanAssignTo_NodeTraversal_t_Node_n_JSType_rightType_JSType_leftType_String_msg
defects4j,Closure_60_workspace_objdump_d4j_full_fresh_closure_60_src_com_google_javascript_jscomp_NodeUtil_java_TernaryValue_getPureBooleanValue_Node_n
defects4j,Closure_60_workspace_objdump_d4j_full_fresh_closure_60_src_com_google_javascript_jscomp_NodeUtil_java_String_getStringValue_Node_n
defects4j,Closure_61_workspace_objdump_d4j_full_fresh_closure_61_src_com_google_javascript_jscomp_NodeUtil_java_boolean_checkForStateChangeHelper_Node_n_boolean_checkForNewObjects_AbstractCompiler_compiler
defects4j,Closure_66_workspace_objdump_d4j_full_fresh_closure_66_src_com_google_javascript_jscomp_TypeCheck_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_67_workspace_objdump_d4j_full_fresh_closure_67_src_com_google_javascript_jscomp_AnalyzePrototypeProperties_java_boolean_shouldTraverse_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_69_workspace_objdump_d4j_full_fresh_closure_69_src_com_google_javascript_jscomp_TypeCheck_java_void_visit_NodeTraversal_t_Node_n_Node_parent
defects4j,Closure_69_workspace_objdump_d4j_full_fresh_closure_69_src_com_google_javascript_jscomp_TypeCheck_java_void_visitCall_NodeTraversal_t_Node_n
defects4j,Closure_7_workspace_objdump_d4j_full_fresh_closure_7_src_com_google_javascript_jscomp_type_ChainableReverseAbstractInterpreter_java_JSType_caseObjectType_ObjectType_type
defects4j,Closure_71_workspace_objdump_d4j_full_fresh_closure_71_src_com_google_javascript_jscomp_CheckAccessControls_java_void_visit_NodeTraversal_t_Node_n_Node_parent
